Item Name,Description,Mfg Part #,Category,Rate,Item Type
314-08,"Ranco 0101402 Pressure control, low, 12"" to 50 PSIG 5 to 35 psi differential, 1/4"" FFL, 3' capillary, SPST open low, 24 Amps 240 V",,Material:Refrigeration,387.95000,Inventory
314-10,"Johnson Controls A421ABC02C Temperature control, electronic, remote sensor, line voltage, -40 to 212°F, 1 to 30°F differential, NEMA 1, SPDT, 8 Amps 2",,Material:Refrigeration,322.40000,Inventory
314-101,"Johnson Controls A421ABD02C Temperature control, electronic, remote sensor, line voltage, -40 to 212°F, 1 to 30°F differential, NEMA 1, SPDT, 8 Amps 2",,Material:Refrigeration,371.53000,Inventory
314-11,"Ranco 0124834 Pressure control, dual pressure, single pole, convertible high/auto low reset, 1/4"" FFL, 4' capillary, 24 Amps 240 V",,Material:Refrigeration,551.71000,Inventory
314-13,"Ranco A30260 Temperature control, appliance, constant differential cold control, -0.5 to 32°F, 6°F differential, 72"" capillary, SPST open low, 20 Amps",,Material:Refrigeration,301.74000,Inventory
314-14,"Ranco K3001 Temperature control, appliance, water cooler, 37 to 61°F, 7°F differential, 48"" capillary, 6 Amps 250 Vac\CR",,Material:Refrigeration,286.27000,Inventory
314-17,"Ranco A222451 Temperature control, appliance, room air conditioner, 45 to 81°F, 5°F differential, SPDT, 27"" capillary",,Material:Refrigeration,323.28000,Inventory
314-18,"Ranco 0121506 Pressure control, dual pressure, single pole, auto reset, 1/4"" FFL, 3' capillary, 24 Amps 240 V",,Material:Refrigeration,603.45000,Inventory
314-19,"Ranco ETC112000 Temperature control, electronic, remote sensor, single stage, -30 to 220°F, 1 to 30°F differential, watertight, NEMA 1, NO, FLA 16 Amp",,Material:Refrigeration,406.24000,Inventory
314-27,"Ranco A30301 Temperature control, appliance, constant differential cold control, -24 to 20.5°F, 8.5°F differential, 84"" capillary, SPST open low, not",,Material:Refrigeration,284.49000,Inventory
314-28,"Johnson Controls A19ABC24 Temperature control, remote bulb, SPDT, -30 to 100°F, 3 to 12°F differential, 8' capillary, 8 Amps 240 V",,Material:Refrigeration,328.63000,Inventory
314-33,"Ranco A30181 Temperature control, appliance, constant differential cold control, -4 to 41°F, 12°F differential, 84"" capillary, SPST open low, 20 Amps",,Material:Refrigeration,266.84000,Inventory
314-34,"Ranco A12700 Temperature control, appliance, constant cut-in, 11.5 to 26°F, 37°F cut-in, 84"" capillary, 1.6 Amps 240 Vac",,Material:Refrigeration,316.78000,Inventory
314-35,"Ranco A303815 ICE MACHINE CNTRL 60"" CAP",,Material:Refrigeration,258.61000,Inventory
314-36,"Ranco A12701 Temperature control, appliance, constant cut-in, 15 to 31°F, 41°F cut-in, 84"" capillary, 1.6 Amps 240 Vac",,Material:Refrigeration,325.89000,Inventory
314-37,"Ranco A30X451 Temperature control, appliance, room air conditioner, 58 to 91°F, 5°F differential, SPST open low, 48"" capillary\CR",,Material:Refrigeration,258.61000,Inventory
314-38,"EMERSON 1609101 Temperature control, remote bulb, SPST open low, -30 to 90°F, 3.5 to 40°F differential, 5' capillary, 8 Amps 240 V",,Material:Refrigeration,266.18000,Inventory
314-A72AE1,"A72AE1 J/C TEMP CONTROL Temperature control, remote rubber coated bulb, heavy duty, DPST open low, 24 to 90°F, 4 to 25°F differential, 6' capillary, 2",,Material,949.72000,Inventory
314-DTAV40M-JS,Intermatic DTAV40M-JS Auto Voltage Defrost Clock,,Material:Refrigeration,401.03000,Inventory
315-48,WATPSHP400200 High Pressure Switch 400-200,,Material,78.60000,Inventory
315-49,Wats Co Pshp400-300,,Material,0.00000,Inventory
315-54,Watsco Pslp25-80 Low Pressure Switch,,Material,113.72000,Inventory
316-30,Condensate Pump 115v W/ Tubing,,Material,196.46000,Inventory
316-31,Condensate Pump 230v W/ Tubing,,Material,304.33000,Inventory
316-32,Mini Condensate Pump,,Material,0.00000,Inventory
319-82,"Motor Brack Torsion-flex 10""",,Material,83.75000,Inventory
319-91,Large Blower Wheel,,Material,0.00000,Inventory
31A68,SUP or RET Smoke Detector Kt B Box,,Material,732.68000,Inventory
321-59,"MK18002 1/100HP, 115V MOTOR & 2 FAN BLADE KIT",,Material,0.00000,Inventory
321-60,Motor 1/20 Hp 115v Dual Shaft 1150rpm Ccwle,,Material,0.00000,Inventory
321-62,Motor 1/20hp 208/230v 1550rpm,,Material,0.00000,Inventory
322-25,RESCUE MOTOR EC5412D 4-25W 115/230V 155,,Material,0.00000,Inventory
322-26,Motor 6w 115 Cw,,Material,0.00000,Inventory
322-27,Motor 6w 115v Ccw,,Material,0.00000,Inventory
322-29,Motor 6w 230v Ccw,,Material,0.00000,Inventory
322-30,Motor 9w 115 Ccw 51fr,,Material,0.00000,Inventory
322-31,Motor 9w 115 CW 51fr,,Material,151.66000,Inventory
322-35,Motor 9w 230 Cw 51fr,,Material,0.00000,Inventory
322-36,Motor 9w 230v Ccw 51fr,,Material,0.00000,Inventory
322-72,Motor 1/15 230v Ccw 1550 42fr,,Material,0.00000,Inventory
322-73,Motor 1/10hp 1550rpm 115v Motor,,Material,0.00000,Inventory
323-4925,DELFIELD LH DOOR TRACK/SLIDE F2975CP,,Material:Refrigeration,654.84000,Inventory
323-4926,DELFIELD RH DOOR TRACK/SLIDE F2975CP,,Material:Refrigeration,706.20000,Inventory
323-67,Motor 1/20 230 Cw 1550 11fr,,Material,0.00000,Inventory
323-71,Motor 1/15 Hp 115v Evap.,,Material,0.00000,Inventory
323-79,Motor 1/3 Hp Condenser 1075rpm 208/230v 1ph,,Material,0.00000,Inventory
323-80,Motor 1/4 Hp Condenser 1075rpm 208/230v 1ph,,Material,0.00000,Inventory
323-82,Motor Rheem 1/5 Hp 1075 Rpm,,Material,0.00000,Inventory
323-83,Motor 1/8hp 825rpm 230v,,Material,0.00000,Inventory
325-60209-00,Evap Blwr Mtr 2350 RPM 115V For Traulsen,,Material:Refrigeration,2347.58000,Inventory
326-00,Fan Speed Control White (single Pole),,Material,0.00000,Inventory
326-16,Motor Carrier 1hp Variable Speed Ccw 120/240v 1ph,,Material,0.00000,Inventory
326-17,Motor #ral1016 1/6hp 115v 1075rpm 3 Speed,,Material,0.00000,Inventory
326-20,Rescue Motor 3459 1/6-1/3hp 825rpm 208/230v 1ph,,Material,577.51000,Inventory
326-50,Motor 1/2hp Blower 115v 1075rpm,,Material,0.00000,Inventory
326-51,Motor 1/2hp Blower 230v 1075rpm,,Material,0.00000,Inventory
326-52,Motor 1/3hp Blower 230v 1075rpm,,Material,0.00000,Inventory
326-54,Motor 1/4hp Blower 230v 1075rpm,,Material,0.00000,Inventory
326-56,Motor 3/4hp Blower 230v 1075rpm,,Material,0.00000,Inventory
326-58,6207E Evergreen X13 Motor 3/4hp Blower 230v,,Material,612.28000,Inventory
326-59,6205e Evergreen X13 Motor 1/2hp Blower 230v,,Material,0.00000,Inventory
326-60,6210E Evergreen X-13 Motor 1hp Blower 208-230V 1075 RPM,,Material,659.10000,Inventory
326-65,Motor Trane #mot3438,,Material,0.00000,Inventory
326-70,Motor 50w 115v Cw 1550rpm,,Material,0.00000,Inventory
326-71,Motor 50w 230v Cw/CCw 1550rpm,,Material,0.00000,Inventory
326-72,Rescue Blower Motor 3464-1/6 - 1/2 HP / 208-230v / 4spd-10,,Material,0.00000,Inventory
326-73,"RESCUE EZ13 OAO ECM Direct Drive Blower Motor (115/208-230V, 1 HP, 1075 RPM)",,Material,509.66000,Inventory
326-74,Rescue Condenser Fan Motor 5458 1/3-1/6hp 1075rpm 240v,,Material,0.00000,Inventory
326-76,Motor 35w Unit Brg Ccw 230v,,Material,0.00000,Inventory
326-78,RESCUE MOTOR EC5412D 4-25W 115/230V 155,,Material,0.00000,Inventory
327-01,Motor Delfield Oem #2162691 115v,,Material,0.00000,Inventory
327-10,Motor 1.5hp 1725rpm 56h Frame 115/230v 1ph,,Material,0.00000,Inventory
327-11,Motor 1.5hp 1740rpm 145t Frame 115/230v 1ph,,Material,0.00000,Inventory
327-12,Motor 2hp 1725rpm 56f Frame 208/240-460v 3ph,,Material,0.00000,Inventory
327-13,Motor 5hp 1745rpm 184t Frame 208/230-460v 3ph,,Material,0.00000,Inventory
327-15,Motor 20hp 200-230/460v 3ph 256t (ao Smith E457),,Material,0.00000,Inventory
329-29,Fan Blade,,Material,0.00000,Inventory
330-05,40 VA TRANSFORMER=UET,TRA40VA,Material,68.55000,Inventory
330-06,50VA TRANSFORMER 120/208,TRA50VA,Material,104.18000,Inventory
330-08,60VA TRANSFORMER 208/240,TRA60VA,Material,157.32000,Inventory
330-10,75VA TRANSFORMER 208/240,TRA75VA,Material,150.81000,Inventory
330-11,Transformer 100va,,Material,251.70000,Inventory
344-28488-00,Traulsen 344-28488-00 White Nylon Hinge Cam,,Material:Refrigeration,15.98000,Inventory
346-00,#5 Lovejoy Connector Shaft Insert,,Material,0.00000,Inventory
346-01,LOVEJOY 6-JES INSERT,,Material,179.69000,Inventory
346-02,#7 Lovejoy Connector Shaft Insert,,Material,253.53000,Inventory
346-03,"LOVEJOY 8-JES TB WOOD'S Sleeve Coupling Insert: 8 Coupling Size, 4,500 RPM Max Speed, 1,475 in-lb. Rated Torque",,Material,291.22000,Inventory
346-05,"Pillow Block Bearing 3/4""id Shaft Size",,Material,0.00000,Inventory
346-84,Pulley (all),,Material,0.00000,Inventory
351-6437,"2-5/8"" x 7"" x 15-1/2"" Coil for Delfield\CR",,Material:Refrigeration,727.10000,Inventory
3516663,"Delfield 3516663 Expansion Valve/TXV, R290",,Material:Refrigeration,611.31000,Inventory
389-25,Start Relay (all),,Material,0.00000,Inventory
389-40,Mars Timer Delay On Break ICM-203F,,Material,67.04000,Inventory
389-41,Mars Timer Delay On Make ICM102,,Material,93.21000,Inventory
389-82,Relay Rbm 90-293 24v,,Material,58.10000,Inventory
389-83,Relay Rbm 90-295 208/240v,,Material,0.00000,Inventory
389-88,Relay Rbm 90-341 2 Pole 120v,,Material,58.21000,Inventory
389-90,Relay Rbm 90-342 2pole 208/240v,,Material,57.99000,Inventory
38C15,"Lennox, Electric Heat Assembly, ELEH0010LM1G EH 10 KW 480V 3 Phase",,Equipment,1396.94000,Inventory
390-14,SUPCO Solid-State Hard start Relay 1/12 to 1/5 HP (110 to 125VAC),,Material:Capacitors,84.58000,Inventory
390-15,"SUPCO Solid-State Hard Start Relay, Overload & Start Capacitor 1/3-1/2 HP, 13.3A RLA",,Material:Capacitors,83.93000,Inventory
390-16,SUPCO 3-in-1 Hard Start Kit for Refrigerators - 115v (1/3 - 1/4 HP),,Material,72.92000,Inventory
390-18,Hard Start Kit TO5/1-3ton CSRU1,,Material,149.08000,Inventory
390-19,Hard Start Kit for 3.5 to 5 Ton A/C Units,,Material,159.50000,Inventory
390-20,CSRU3 Hard Start Kit for 4 to 5 Ton A/C Units,,Material:Capacitors,159.50000,Inventory
390-50,Surge Protector X13,,Material,0.00000,Inventory
390-51,Surge Protector ECM,,Material,0.00000,Inventory
393-03mfd,Run Cap 3mfd 440v,,Material:Capacitors,39.78000,Inventory
393-05mfd,Run Cap 5 Mfd 440v,,Material:Capacitors,46.14000,Inventory
393-07.5mfd,Run Cap 7.5 Mfd 440v,,Material:Capacitors,45.60000,Inventory
393-10mfd,Run Cap 10 Mfd 440v,,Material:Capacitors,43.86000,Inventory
393-12.5mfd,Run Cap 12.5mfd 440v,,Material:Capacitors,58.56000,Inventory
393-15mfd,Run Cap 15 Mfd 440v,,Material:Capacitors,51.66000,Inventory
393-17.5mfd,Run Cap 17.5 Mfd 440v,,Material:Capacitors,71.70000,Inventory
393-20mfd,Run Cap 20 Mfd 440v,,Material:Capacitors,66.55000,Inventory
393-25mfd,Run Cap 25 Mfd 440v,,Material:Capacitors,56.35000,Inventory
393-30mfd,Run Cap 30 Mfd 440v,,Material:Capacitors,61.30000,Inventory
393-35mfd,Run Cap 35 Mfd 440v,,Material:Capacitors,70.41000,Inventory
393-40mfd,Run Cap 40 Mfd 440v,,Material:Capacitors,36.36000,Inventory
393-45mfd,Run Cap 45 Mfd 440v,,Material:Capacitors,88.00000,Inventory
393-50mfd,Run Cap 50 Mfd 440v,,Material:Capacitors,89.36000,Inventory
393-55mfd,Run Cap 55 Mfd 440v,,Material:Capacitors,0.00000,Inventory
393-60mfd,Run Cap 60 Mfd 440v,,Material:Capacitors,96.36000,Inventory
393-70mfd,Run Cap 70 Mfd 440v,,Material:Capacitors,110.08000,Inventory
393-80mfd,Run Cap 80 Mfd 440v,,Material:Capacitors,92.32000,Inventory
394-10/40,Dual Run Cap10/40@440v-ROUND,,Material:Capacitors,0.00000,Inventory
394-10/45,Dual Run Cap 10/45@440v-ROUND,,Material:Capacitors,122.02000,Inventory
394-10/50,Dual Run Cap 10/50 @ 440v,,Material:Capacitors,0.00000,Inventory
394-10/60,Daul Run Cap 10/60 @440v,,Material:Capacitors,0.00000,Inventory
394-10/70,Dual Run Cap 10/70 @ 440v,,Material:Capacitors,147.74000,Inventory
394-10/80,Daul Run Cap 10/80 @ 440v,,Material:Capacitors,0.00000,Inventory
394-5/20,Dual Run Cap 5/20 @ 440v,,Material:Capacitors,0.00000,Inventory
394-5/25,Dual Run Cap 5/25 @ 440v,,Material:Capacitors,0.00000,Inventory
394-5/30,Dual Run Cap 5/30 @ 440v,,Material:Capacitors,82.55000,Inventory
394-5/35,Dual Run Cap 5/35 @ 440v,,Material:Capacitors,79.98000,Inventory
394-5/40,Dual Run Cap 5/40 @ 440v,,Material:Capacitors,93.63000,Inventory
394-5/45,Dual Run Cap 5/45 @ 440v,,Material:Capacitors,98.00000,Inventory
394-5/50,Dual Run Cap 5/50 @ 440v.,,Material:Capacitors,81.23000,Inventory
394-5/55,Dual Run Cap 5/55 @ 440v,,Material:Capacitors,81.66000,Inventory
394-5/60,Dual Run Cap 5/60 @ 440v,,Material:Capacitors,0.00000,Inventory
394-5/70,Dual Run Cap 5/70 @ 440v,,Material:Capacitors,135.68000,Inventory
394-5/80,Dual Run Cap 5/80 @ 440v,,Material:Capacitors,0.00000,Inventory
394-7.5/40,Dual Run Cap 7.5/40 @ 440v,,Material:Capacitors,98.58000,Inventory
394-7.5/45,Dual Run Cap 7.5/45 @ 440v,,Material:Capacitors,41.09000,Inventory
394-7.5/50,Dual Run Cap 7.5/50 @ 440v,,Material:Capacitors,0.00000,Inventory
394-7.5/60,Dual Run Cap 7.5/60 @ 440v,,Material:Capacitors,0.00000,Inventory
394-7.5/70,Dual Run Cap 7.5/70 @ 440v,,Material:Capacitors,0.00000,Inventory
394-7.5/80,Dual Run Cap 7.5/80 @ 440v,,Material:Capacitors,0.00000,Inventory
395-72,Start Cap 145-175 110v,,Material:Capacitors,0.00000,Inventory
395-73,Start Cap 540-648 115v,,Material:Capacitors,0.00000,Inventory
395-741,Start Cap 378-440 125v,,Material:Capacitors,0.00000,Inventory
396-15,Start Cap 88-108 330v,,Material:Capacitors,163.04000,Inventory
396-20,Start Cap 108-130 330v,,Material:Capacitors,87.74000,Inventory
396-22,Start Cap 108-130 125v,,Material:Capacitors,0.00000,Inventory
396-25,Start Cap 124-148 330v,,Material:Capacitors,0.00000,Inventory
396-30,Start Cap 130-156 330v,,Material:Capacitors,39.42000,Inventory
396-45,Start Cap 145-175 330v,,Material:Capacitors,51.81000,Inventory
396-50,Start Cap 161-193 330V/115V,,Material:Capacitors,87.63000,Inventory
396-51,Start Cap 189-227 330v,,Material:Capacitors,84.05000,Inventory
396-54,Start Capacitor 270-324 MFD Round (330V),,Material:Capacitors,56.07000,Inventory
396-55,START CAP 233-280uf 115V,,Material:Capacitors,0.00000,Inventory
3A6652-01,3A6652-01 TRANSFORMER,,Material:Refrigeration,0.00000,Inventory
3L160,"3L160 Fan Belt 3/8""wide 16""long",,Material:Belts,44.30000,Inventory
3L170,"3L170 Fan Belt 3/8""wide 17""long",,Material:Belts,46.03000,Inventory
3L180,"3L180 Fan Belt 3/8""wide 18""long",,Material:Belts,42.95000,Inventory
3L190,"3L190 Fan Belt 3/8""wide 19""long",,Material:Belts,45.30000,Inventory
3L200,"3L200 Fan Belt 3/8""wide 20""long",,Material:Belts,49.05000,Inventory
3L210,"3L210 Fan Belt 3/8""wide 21""long",,Material:Belts,45.45000,Inventory
3L220,"3L220 Fan Belt 3/8""wide 22""long",,Material:Belts,40.13000,Inventory
3L230,"3L230 Fan Belt 3/8""wide 23""long",,Material:Belts,40.19000,Inventory
3L240,"3L240 Fan Belt 3/8""wide 24""long",,Material:Belts,39.03000,Inventory
3L250,"3L250 Fan Belt 3/8""wide 25""long",,Material:Belts,40.86000,Inventory
3L260,"3L260 Fan Belt 3/8""wide 26""long",,Material:Belts,42.82000,Inventory
3L270,"3L270 Fan Belt 3/8""wide 27""long",,Material:Belts,53.29000,Inventory
3L280,"3L280 Fan Belt 3/8""wide 28""long",,Material:Belts,34.09000,Inventory
3L290,"3L290 Fan Belt 3/8""wide 29""long",,Material:Belts,46.42000,Inventory
3L300,"3L300 Fan Belt 3/8""wide 30""long",,Material:Belts,44.75000,Inventory
3L310,"3L310 Fan Belt 3/8""wide 31""long",,Material:Belts,54.12000,Inventory
3L340,"3L340 Fan Belt 3/8""wide 34""long",,Material:Belts,47.89000,Inventory
3L350,"3L350 Fan Belt 3/8""wide 35""long",,Material:Belts,48.73000,Inventory
3L360,"3L360 Fan Belt 3/8""wide 36""long",,Material:Belts,48.60000,Inventory
3L370,"3L370 Fan Belt 3/8""wide 37""long",,Material:Belts,48.09000,Inventory
3L390,"3L390 Fan Belt 3/8""wide 39""long",,Material:Belts,52.19000,Inventory
3L400,"3L400 Fan Belt 3/8""wide 40""long",,Material:Belts,56.11000,Inventory
3L410,"3L410 Fan Belt 3/8""wide 41""long",,Material:Belts,51.15000,Inventory
3L420,"3L420 Fan Belt 3/8""wide 42""long",,Material:Belts,53.80000,Inventory
3L430,"3L430 Fan Belt 3/8""wide 43""long",,Material:Belts,53.45000,Inventory
3L440,"3L440 Fan Belt 3/8""wide 44""long",,Material:Belts,59.39000,Inventory
3L450,"3L450 Fan Belt 3/8""wide 45""long",,Material:Belts,50.29000,Inventory
3L460,"3L460 Fan Belt 3/8""wide 46""long",,Material:Belts,51.57000,Inventory
3L490,"3L490 Fan Belt 3/8""wide 49""long",,Material:Belts,54.89000,Inventory
3L540,"3L540 Fan Belt 3/8""wide 54""long",,Material:Belts,63.08000,Inventory
3L550,"3L550 Fan Belt 3/8""wide 55""long",,Material:Belts,61.69000,Inventory
3L610,"3L610 Fan Belt 3/8""wide 61""long",,Material:Belts,66.77000,Inventory
3L660,"3L660 Fan Belt 3/8""wide 66""long",,Material:Belts,59.44000,Inventory
3Pole 30amp Switch,3 Pole Switch,,,0.00000,Inventory
3U0111-02,3U0111-02 WATER INLET VALVE,,Material:Refrigeration,0.00000,Inventory
3U0111-03,3U0111-03 WATER INLET VALVE,,Material:Refrigeration,0.00000,Inventory
3U0111-04,3U0111-04 HOSHIZAKI WATER INLET VALVE,,Material:Refrigeration,0.00000,Inventory
3VX450,"3VX450 Fan Belt 3/8""wide 45""long",,Material:Belts,99.21000,Inventory
3VX630,"3VX630 Fan Belt 3/8""wide 63""long",,Material:Belts,120.27000,Inventory
3X18 SCH80 PVC NIPPLE,"Pipe Nipple: PVC, 3 in Nominal Pipe Size, 18 in Overall Lg, Threaded on One End",,Material:PVC,100.92000,Inventory
4 CYCLE OIL,4 CYCLE OIL FOR SMALL ENGINES,,Material,51.17000,Non Inventory
4 WAY-10X10OBD,AIRCBOB41010 10X10 FOUR WAY OBD WHITE GRILL,,Material,167.65000,Inventory
4 WAY-12X12,AIRCBML41212 12X12 FOUR WAY WHITE GRILL,,Material,95.74000,Inventory
"""4"" CASTER HT""","4 Inch Caster Wheels Heavy Duty Stem Caster 2000Lbs, Threaded Stem Casters 1/2""-13 x 1(Stem Diameter 1/2"", Stem Length 1""), Swivel Locking Caster Set",,Material,0.00000,Non Inventory
401-242B,401-242B Nylon Pivot Cam,,Material:Refrigeration,39.49000,Inventory
406132-07,406132-07 GEAR MOTOR PROTECT RELAY,,Material:Refrigeration,0.00000,Inventory
40RM500074,Factory Authorized Parts™ - 40RM500074 Condensate Drain Pan,,Equipment,510.20000,Inventory
410-40,Heating Cable 6 Ft (ALL),,Material,0.00000,Inventory
410-41,Heating Cable 12 Ft (ALL),,Material,0.00000,Inventory
410-42,Heating Cable 18 Ft (ALL),,Material,0.00000,Inventory
410-43,Heating Cable 24 Ft (ALL),,Material,0.00000,Inventory
418316-01,HOSHIZAKI 418316-01 COUPLING SPLINE,,Material:Refrigeration,183.60000,Inventory
420-01,"ATC / ATM Fuses -3 amp, 5 amp and higher.",,Material:Fuses,9.02000,Inventory
420-16,Fuse 5 To 30amp/250v,,Material:Fuses,0.00000,Inventory
420-17,"Fuse 250v 2"" 15amp",,Material:Fuses,0.00000,Inventory
420-18,"Fuse 250v 2"" 20amp",,Material:Fuses,56.28000,Inventory
420-19,"Fuse 250v 2"" 25amp",,Material:Fuses,47.29000,Inventory
420-20,"Fuse 250v 2"" 30amp",,Material:Fuses,0.00000,Inventory
420-21,"Fuse 250v 3"" 35amp",,Material:Fuses,41.73000,Inventory
420-22,"Fuse 250v 3"" 40amp",,Material:Fuses,0.00000,Inventory
420-23,"Fuse 250v 3"" 45amp",,Material:Fuses,0.00000,Inventory
420-24,"Fuse 250v 3"" 50amp",,Material:Fuses,0.00000,Inventory
420-26,"Fuse 250v 3"" 60amp",,Material:Fuses,54.12000,Inventory
420-27,"Fuse 250v 5.7/8"" 70amp",,Material:Fuses,0.00000,Inventory
420-31,"Fuse 250v 5-7/8"" 90amp",,Material:Fuses,0.00000,Inventory
420-36,Fusetron 35 ?? 60amp/250v,,Material:Fuses,0.00000,Inventory
420-46,Special Glass Fuse 2a/250v (split Systems),,Material:Fuses,0.00000,Inventory
420-48,Fuse Reducer,,Material:Fuses,0.00000,Inventory
420-49,Glass Fuses (all Sizes),,Material:Fuses,0.00000,Inventory
420-60,Fusetron 125amp/250v,,Material:Fuses,0.00000,Inventory
420-61,Fusetron 150amp/250v,,Material:Fuses,0.00000,Inventory
420-64,Fusetron 200amp/250v,,Material:Fuses,0.00000,Inventory
420-72,Fusetron 600amp/250v,,Material:Fuses,0.00000,Inventory
420-73,"Fuse: KLDR Series, Time-Delay, 30 A, 600 V AC, Non-Indicating, 13/32 in x 1 1/2 in",,Material:Fuses,90.65000,Inventory
421-00,MIDGET FUSE 600 VOLT,,Material:Fuses,0.00000,Inventory
421-02,Fusetron 10 To 30amp/600v,,Material:Fuses,0.00000,Inventory
421-07,Fusetron 35 ?? 60amp/600v,,Material:Fuses,0.00000,Inventory
421-13,Fusetron 70 To 100amp-600v,,Material:Fuses,0.00000,Inventory
421-15,Fuse 225a/600v,,Material:Fuses,0.00000,Inventory
422-03,#3 U L THERMOSTAT WIRE,,Material:Wire,1.51000,Inventory
422-03SHEILDED,Shelded Plenum Wire 18/3 Per Ft,,Material:Wire,0.00000,Inventory
422-04,#4 U L THERMOSTAT WIRE,,Material:Wire,1.95000,Inventory
422-04SHEILDED,Sheilded Plenum Wire 18/4 Per Ft,,Material:Wire,0.00000,Inventory
422-05,#5 U L THERMOSTAT WIRE,,Material:Wire,2.09000,Inventory
422-06,#6 U L THERMOSTAT WIRE,,Material:Wire,2.73000,Inventory
422-06SHEILDED,Sheilded Plenum Wire 18/6 Per Ft,,Material:Wire,0.00000,Inventory
422-10,250 ft. 12/2 Solid Romex SIM pull CU NM-B W/G Wire,,Material:Wire,4.40000,Inventory
422-12,CAT6 CMR RISER BLU WIRE 23/4,,Material:Wire,0.00000,Inventory
422-13,22 AWG 4 CONDUCTOR SHLD PLMN WIRE BY THE FOOT,,Material:Wire,0.00000,Inventory
422-18,Sj Cord Per Ft,,Material:Wire,0.00000,Inventory
422-20,14/4STRN WIRE FOR MINI SPLIT BY THE FOOT,,Material:Wire,8.49000,Inventory
422-32,Tw Wire 14 Ga,,Material:Wire,0.00000,Inventory
422-33,Tw Wire 12ga,,Material:Wire,0.00000,Inventory
422-34,Tw Wire 10 Ga,,Material:Wire,0.00000,Inventory
422-36,Tw Wire 8 Ga,,Material:Wire,6.68000,Inventory
422-37,Tw Wire 6 Ga,,Material:Wire,9.62000,Inventory
423-02,"Liquid-Tite 1/2""",,Material:Wire,4.88000,Inventory
423-04,"Liquid-Tite 3/4""",,Material:Wire,6.33000,Inventory
423-05,"Liquid-Tite 1""",,Material:Wire,0.00000,Inventory
423-06,"Liquid-Tite 1.5""",,Material:Wire,0.00000,Inventory
423-07,"Liquid-Tite 2""",,Material:Wire,0.00000,Inventory
423-10,"Liquid-Tite 90 El 1/2""",,Material:Wire,9.62000,Inventory
423-12,"Liquid-Tite 90 3/4""",,Material:Wire,9.24000,Inventory
423-13,"Liquid-Tite 90 1""",,Material:Wire,0.00000,Inventory
423-13A,Liquid-Tite 90 1.25,,Material:Wire,0.00000,Inventory
423-14,"Liquid-Tite 90 1.5""",,Material:Wire,0.00000,Inventory
423-16,"Liquid-Tite 90 2""",,Material:Wire,0.00000,Inventory
423-19,"Liquid-Tite Str. Conn. 2""",,Material:Wire,0.00000,Inventory
423-20,"Liquid-Tite Str. Conn. 1/2""",,Material,6.33000,Inventory
423-22,"Liquid-Tite Str. Conn. 3/4""",,Material:Wire,9.60000,Inventory
423-23,"Liquid-Tite Str. Conn. 1""",,Material:Wire,0.00000,Inventory
423-23A,Liquid-Tite Straight Conn 1.25,,Material:Wire,0.00000,Inventory
423-24,"Liquid-Tite Str. Conn. 1.5""",,Material:Wire,0.00000,Inventory
423-26,"Greenfield 3/8""",,Material:Wire,0.00000,Inventory
423-27,"Greenfield 1/2""",,Material:Wire,0.00000,Inventory
423-28,"Greenfield 3/4""",,Material:Wire,0.00000,Inventory
423-29,"Greenfield 1""",,Material:Wire,0.00000,Inventory
423-32,"Greenfield 90 3/4""",,Material:Wire,0.00000,Inventory
423-34,"Greenfield 90 1/2""",,Material:Wire,0.00000,Inventory
423-36,Greenfield 90 3/8,,Material:Wire,0.00000,Inventory
423-37,Greenfield Str Conn 1.25,,Material:Wire,0.00000,Inventory
423-38,"Grn Field Str Con 1""",,Material:Wire,0.00000,Inventory
423-40,"Grn Field Str. 3/4""",,Material:Wire,0.00000,Inventory
423-42,"Grn Field Str 1/2""",,Material:Wire,0.00000,Inventory
423-52,"Romex Connector 1""",,Material:Wire,0.00000,Inventory
423-54,"Romex ConnECTOR 3/4""",,Material:Wire,0.00000,Inventory
423-56,"Romex Connector 1/2""",,Material:Wire,2.22000,Inventory
423-76,"Pipe Emt 1/2"" (per Foot)",,Material:Wire,0.00000,Inventory
424-27,Breaker 15a 2p (all),,Material,0.00000,Inventory
424-28,Breaker 20a 2p (all),,Material,0.00000,Inventory
424-30,Breaker 30a 2p (all),,Material,0.00000,Inventory
424-40,Breaker 40a 2p (all),,Material,0.00000,Inventory
424-50,Breaker 50a 2p(all),,Material,153.36000,Inventory
424-60,Breaker 60a 2p (all),,Material,54.12000,Inventory
425-50,60 Amp 240-Volt Non-Fuse Metallic AC Disconnect,,Material,97.66000,Inventory
425-52,Fused Disconnect 2pole 60a,,Material,0.00000,Inventory
426-02,3 Prong 115v Plug,,Material,0.00000,Inventory
426-13,TWO POLE 20 AMP TOGGLE SWITCH WHITE,,Material,0.00000,Inventory
426-17,Switch Single Pole 20amp,,Material,0.00000,Inventory
426-24,Switch 30 Amp 3 Pole 230,,Material,0.00000,Inventory
426799-01,Hoshizaki Float Switch Connector - Float Switch.,B20-344,Material:Refrigeration,85.77000,Inventory
427-19,"SS2 Aux Drain Line Rector Seal All Access 83412 Float Switch, Easy Access, HVAC",AA2,Material,99.05000,Inventory
427-20,"SS3 Aux Drain Pan Rector Seal All Access 83413 Float Switch, Easy Installation, HVAC",AA3,Material,61.60000,Inventory
