Item Name,Description,Mfg Part #,Category,Rate,Item Type
MERV13 16X25X2,PLEATED FILTER MERV 13,,Material:Filters,0.00000,Inventory
MERV13 20X20X2,PLEATED FILTER MERV 13,,Material:Filters,0.00000,Inventory
MERV13 20X25X2,"PLEATED FILTER, MERV 13",,Material:Filters,0.00000,Inventory
MERV13 24X24X2,"PLEATED FILTER, MERV 13",,Material:Filters,0.00000,Inventory
METAL STRAP 26 GA,"METHS11226 1 1/2"" 26 GA HANG STRAP",,Material,87.23000,Non Inventory
MHK1,Mitsubishi Mhk1 Wall Remote & W/l Rcvr Kit,,Material:Filters,0.00000,Inventory
MIL72ASTUZH-24,"MIL72 Series Surface/DIN Rail Mount Time Switch, 21A, SPDT with Override (24V)",,Material,169.72000,Inventory
MISC EQUIPMENT,,,Equipment,0.00000,Non Inventory
MISC PARTS,,,Material,0.00000,Non Inventory
MISC TOOL,MISC TOOLS PURCHASED,,Material,0.00000,Non Inventory
MITM21ECW397,Mitsubishi M21ECW397 Converter Cable,,Material,0.00000,Non Inventory
MKC124V,"MKC124V Solenoid valve coil, for normally closed valves, 24 vac\CR",,Material:Refrigeration,225.63000,Inventory
MOT11207,TRANE MOT11207 1 HP 460/60/3 56 FRAME BELLY BAND,,Material,2403.46000,Inventory
MOT15215,MOTOR; EEV STEPPER MOTOR\CR,,Material,199.50000,Inventory
MOT20938,"TRANE MOTOR; CONTANT TORQUE, 3/4 HP, 208-230/50-60/1, CW, 48 FRAME, BALL BEARING\CR",,Material,1542.23000,Inventory
MOT21535WARR,MOTOR CONSTANT TORQUE PROGRAMMED 1/2,,Material,0.00000,Inventory
MOTOR REBUILD,MOTOR REBUILD to Restore Operation to Motor,,Material,547.42000,Non Inventory
MOTOR SHAFT KEY LARGE,"Shaft keys assortment, large: 1/4"" x 1-3/4"" (3), 5/16"" x 3"" (2), 3/8"" x 3"" (2)\CR",,Material,0.00000,Non Inventory
MOTOR SHAFT KEY SMALL,"Shaft keys assortment, small: 1/8"" x 1-1/4"" (2), 3/16"" x 1-1/8"" (4), 1/4"" x 1-3/4"" (2), 3/16"" x 1/4"" x 1-1/8"" (2)",,Material,0.00000,Non Inventory
MRKL4D,,,Material:Duct,52.90000,Non Inventory
MSZ-GX12NL,MITSUBISHI MSZ-GX12NL 12MBH R-454B Standard Single Zone High-Wall Indoor Unit (Multizone Compatible),,Equipment,0.00000,Inventory
MSZ-GX24NL,MITSUBISHI MSZ-GX24NL 24MBH R-454B Standard Single Zone High-Wall Indoor Unit (Multizone Compatible)\CR,,Equipment,0.00000,Inventory
MSZ-HM18NA-U1,"MSZ-HM18NA-U1 18,000 BTU/H WALL-MOUNTED HEAT PUMP AHU",MSZ-HM18NA-U1,Equipment,1164.16000,Inventory
MSZ-JP12WA-U2,12MBH 115V High Wall Indoor Unit,MSZ-JP12WA-U2,Equipment,948.02000,Inventory
MUZ-HM18NA-U2,"MUZ-HM18NA-U1 18,000 BTU/H HEAT PUMP CONDENSER R410A",MUZ-HM18NA-U1,Equipment,2270.54000,Inventory
MUZ-JP12WA-U1,12MBH 115V Outdoor Heat Pump,MUZ-JP12WA-U1,Equipment,1673.48000,Inventory
MX513,Condenser Fan Motor H1R1140V208/230/460 56HZ WB,,,1105.22000,Inventory
MXZ-5D36NL,MITSUBISHI MXZ-5D36NL 36MBH R-454B Port Style Standard Heat Multi-Zone Outdoor Unit,,Equipment,0.00000,Inventory
N61234L,"Female fully insulated slip-on, 12-10 AWG, 0.250"" tab, 50/pkg, w/ nylon insulation",,Material,1.73000,Non Inventory
NEST 4 GEN,Google Nest Learning Thermostat (4th gen) + Nest Temperature Sensor (2nd gen) - Obsidian,,Material,612.35000,Inventory
NIT20 GAS REFILL,NIT20 GAS REFILL,,Material,70.55000,Non Inventory
NIT55 REFILL,NIT55 GAS REFILL,,Material,90.78000,Non Inventory
NITRILE GLOVE ALL SIZES,"Nitrile glove, medium, 100 pc.",,Material,122.96000,Non Inventory
NITRO 20 REFILL,NITROGEN 20 CU FT REFILL,,Material,84.15000,Non Inventory
NITRO 40 REFILL,NITROGEN 40 CU FT REFILL,,Material,95.98000,Non Inventory
NITRO 55 REFILL,NITROGEN 55 CU FT REFRILL,,Material,90.76000,Non Inventory
NITRO BOTTLE PURCHASE 20 CU,20 CU FT NITROGEN TANK 1 TIME PURCHASE PRICE FOR BOTTLE,,Material,363.24000,Non Inventory
NITRO REG 20-400 PSI,UNIRHP400 NITROGEN REG 20-400 PSI,,Material,256.48000,Non Inventory
NOC FEE,NOTICE OF COMMENCEMENT,,,0.00000,Non Inventory
NOISE MUFFLER,,,Material,96.19000,Non Inventory
NS-BHR7103-0,NS-BHR7103-0 JOHNSON CONTROLS SENSOR,NS-BHR7103-0,Material,1104.20000,Inventory
NYLON BLACK STRAP,"NYLON STRAP 1 3/4 X 300""",PERCS,Material,0.00000,Non Inventory
O16-527,"Single Function Low Pressure Control RANCO LOW PRESS CONTROL Switch Action: SPDT; Pressure Range PSIG: 10"" to 100; Diff. PSIG: 10 to 40; Conn. Size: 3",,Material:Refrigeration,375.81000,Inventory
OFFICE SUPPLIES,MISC OFFICE SUPPLIES CLEANING PRODUCTS GARBAGE BAGS,,Material,0.00000,Non Inventory
OLD MARSH PARTS & CONTRACTS,OLD MARSH POA PARTS & CONTRACTS DISCOUNT,,Material,10.00000,Discount
OLD MARSH POA JOBS,DISCOUNT OFF OF EQUIPMENT JOBS FOR POA,,Equipment,3.00000,Discount
OXYGEN BOTTLE PURCHASE 20 CU,20 CU FT OXYGEN TANK 1 TIME PURCHASE PRICE FOR BOTTLE,,Material,363.24000,Non Inventory
OXYREFILL,OXYGEN GAS REFILL,,Material,96.28000,Non Inventory
P499ACP-105K,"Pressure Transmitter: 0 psi to 500 psi, 4 to 20mA DC, 3-Pin Packard Connector, IP67, 6.5 ft Cable Lg",,Material:Refrigeration,481.13000,Inventory
PAINT MARKER,PAINT MARKER,,Material,28.70000,Non Inventory
"""PAN HEAD SCREW 1 1/4""""",8 x 1-1/4 in. Phillips Truss Head Drill Point Lath Screws (140-Pack) PAN HEAD SCREW,,Material,0.00000,Non Inventory
"""PAN HEAD SCREW 1/2""""",8 x 1/2 in. Phillips Truss Head Drill Point Lath Screws (260-Pack) PAN HEAD SCREW,,Material,0.00000,Non Inventory
PAN03385,TRANE PAN03385 PAN DRAIN UPFLOW 21.5 X 20.07,PAN03385,Material,263.85000,Inventory
PAN36S,"36"" TIE STRAPS PANDUIT",PAN36S,Material,0.00000,Non Inventory
PAN48S,PAN48S 48 TIE STRAP PANDUIT,,Material,3.27000,Non Inventory
PAN-TREAT,CLGON COND PAN-TREAT,,Material,121.30000,Non Inventory
PE1001788,"Perlick 1001788 Temperature Controller, BB, Blue, Eliwell",,Material:Refrigeration,394.05000,Inventory
PE1005668,"Perlick 1005668 Probe, NTC, 1.5 Meter Long",,Material:Refrigeration,127.80000,Inventory
PE1006584,"Perlick 1006584 Probe, 3 Meters Long, NTC",,Material:Refrigeration,183.18000,Inventory
PERF GRILL,PERF GRILL AIRPERF2424 24X24 PERF TBAR LAY IN,,Material,131.40000,Inventory
PERMIT FEE,PERMIT FEE FOR A/C CHANGEOUT,,Material,0.00000,Non Inventory
PHIC-REME-LED,PHIC-REME-LED/REME Halo-LED Replacement Cell Only,,Material,511.18000,Inventory
PHIC-RH,PHIC-RH REME HALO REPLACEMENT CELL,,Material,398.40000,Inventory
PHIC-RH-3,REME HALO® Zero Replacement Cell\CRDescription: Replacement lamp for Halo ZERO; Volts: 24/DC,,Material,426.72000,Inventory
PHI-PKG14-24,RGF-PKG™ Commercial Air Purification System 7-1/2 to 20 ton,,Material,756.51000,Inventory
PHI-PKG9-24,RGF-PKG™ Commercial Air Purification System 3-1/2 to 7-1/2 ton,,Material,588.84000,Inventory
PIPE DOPE,Pipe Thread Sealant 1PT,,Material,106.57000,Non Inventory
PLASTERGROUND 1 1/2,PLASTERGROUND 10’2X2 1/2,METPG112,Material:Duct,37.88000,Inventory
POLYOL ESTER OIL,"Polyol Ester Oil, 1 Gallon",,Material:Refrigeration,347.35000,Inventory
PREFERRED PRICING,Preferred Customer Agreement Pricing Is Reflected in This Pricing,,,0.00000,Non Inventory
PRESSURE WASHER,PRESSURE WASHER 2900 PSI,,Material,639.86000,Non Inventory
PRO BUTYL RUBBER SEALANT GRAY,"Red Devil 0697GI12 RD Pro Butyl Rubber Sealant, Gray, 10.1 oz.",,Material,33.69000,Non Inventory
PSA,Planned Service Agreement Yearly Invoice.,,,0.00000,Non Inventory
PSA CONTRACT,RESIDENTIAL SERVICE COVERED UNDER CONTRACT,,Material,0.00000,Non Inventory
PSA-Bi-Annual,Planned Service Agreement Bi-Annual Invoice.,,,0.00000,Non Inventory
PSR24201,"24"" X 20' X 1"" Polysynthetic Media Roll",,Material:Filters,99.96000,Inventory
PUBK95JAS,"PUBK95JAS PULLEY A-B BELT 9.25"" OD HHUB",,Material,178.44000,Inventory
PULL CHAIN ATTIC LIGHT,Glazed Porcelain Lamp Holder with Pull Chain and Outlet 9726-C,,Material,46.26000,Inventory
PUMP SEAL KIT,DISASSEMBLE REPLACE SEAL AND GASKET AND RE-ASSEMBLE,,Material,630.66000,Inventory
PVC CLEANER,"OATEY Surface Cleaner: 32 oz, Can, Clear",,Material:PVC,0.00000,Non Inventory
QC7I Single Head,QC7I Single Filter Head; Application: For Mounting Single Cartridge,9272-41,Material,608.23000,Inventory
QL171R-06-06,"3/8"" ODF QL171R-06-06 with Right Hand Access Fitting Service Valve",,Material:Refrigeration,222.60000,Inventory
QL171R-08-08,"1/2"" ODF QL171R-08-08 with Right Hand Access Fitting Service Valve",,Material:Refrigeration,440.00000,Inventory
QUOTE,,,,0.00000,Non Inventory
R30-KRAFT INSULATION,R-30 Insul Pure Kraft Faced Fiberglass Insulation Batt 24 in. x 48 in. (11-Pieces),K1243,Material,343.46000,Inventory
R32/R410A/R454B Manifold,"Body Type: Brass; Hose Conn.: 1/4""; Gauge Size: 3-1/8""; Non-Flutter Gauge: Y; Hose Set: Y; Hose Fitting: Standard",,Material,0.00000,Non Inventory
RACAYB030AJT000NA,RUUD 2.5-ton RUUD R454B 230/1 Straight Cool RTU,,Equipment,7192.88000,Inventory
RAIN SHIELD ALL,RAIN SHIELD FOR OUTDOOR FAN MOTORS ALL SIZES,,Material,31.44000,Inventory
RC125,"Recovery cylinder, rental, 125 lbs. capacity",,Material:Refrigerant,1241.20000,Non Inventory
RC125FEE,RECOVERY SERVICE FEE TO RECYCLE USED REFRIGERANT,,Material:Refrigerant,0.00000,Non Inventory
RC30HP,REF RECLAIM 30# HIGH PRESSURE CYL DEPOSIT,,Material:Refrigerant,0.00000,Non Inventory
RC30HPFEE,RECOVERY SERVICE FEE,,Material:Refrigerant,0.00000,Non Inventory
RC50HP,"Recovery cylinder, rental, 50 lbs. capacity, for R410A",,Material:Refrigerant,0.00000,Non Inventory
RC50HPFEE,RECOVERY SERVICE FEE,,Material:Refrigerant,0.00000,Non Inventory
RECOVERY MACHINE,Refrigerant Recovery Unit\CR,,Material,0.00000,Non Inventory
REDUCING NIPPLE 2X1 1/2 SCH 80,"Reducing Nipple: 2 in x 1 1/2 in Fitting Pipe Size, Schedule 80, Male NPT x Male NPT, 150 psi, Black",,Material:PVC,30.84000,Inventory
REFRIGERANT SCALE,REFRIGERANT SCALE TOOL 220 LB. CHARGING SCALE WITH BAG,,Material,544.73000,Non Inventory
REME-H-T,REME-H-T PURIFIER IN DUCT,,Material,745.48000,Inventory
RES NON-CONTRACT MAINTENACE,RES NON-CONTRACT MAINTENACE-Customer doesn't have maintenance contract that wishes to have a maintenance done on their equipment.,,,0.00000,Non Inventory
RESIDENTIAL INSTALL,,,Equipment,0.00000,Non Inventory
RESIDENTIAL LABOR RATE,LABOR RATE PER HOUR FOR RESIDENTIAL SERVICE,,,0.00000,Non Inventory
RESIDENTIAL REPAIR PART,PARTS REQUIRED TO REPAIR EQUIPMENT PRICE,,Material,0.00000,Non Inventory
RESIDENTIAL SERVICE CALL,Work performed on a service call without parts.,,,0.00000,Non Inventory
Residential Water Leak #2/ Non,"Water leak repair with flush, vacuum and minor PVC drain re-pipe.",,,265.00000,Inventory
"""Reverse-Thread Adapter 1/4""""","Reverse-Thread Adapter 1/4""",,Material,61.50000,Non Inventory
REVERSING VALVE BOSCH,BOSCH REVERSING VALVE,,Material,178.05000,Inventory
RHF-10X10,AIRRFF2DS1010 10X10 RETURN FILTER WHITE,,Material,83.52000,Inventory
RHF-12X12,AIRRFF2DS1212 12X12 RETURN FILTER WHITE,,Material,113.15000,Inventory
RHF-14X14,AIRRF2DS1414 14X14 RETURN FILTER WHITE,,Material,119.16000,Inventory
RHF-18X18,AIRRF2DS1818 18X18 RETURN FILTER WHITE,,Material,179.97000,Inventory
RHF-20X20,AIRRF2DS2020 20X20 RETURN FILTER WHIT AIR GUIDE,,Material,162.82000,Inventory
RHF-30X18,AIRRF2DS3018 30X18 RETURN FILTER WHITE,,Material,194.04000,Inventory
RHF-30X20,AIRRF2DS3020 30X20 REFTURN FILTER WHITE,,Material,296.73000,Inventory
RHF-36X18,AIRRF2DS3818 36X18 RETURN FILTER WHITE,,Material,259.60000,Inventory
RIDGID WET VAC 6 GAL,,,Material,240.69000,Non Inventory
RIDGID WET VAC 9 GAL,,,Material,288.84000,Non Inventory
RL0241VTCLRTPDAXAG,BOSCH RL0241VTCLRTPDAXAG WATER SOURCE HP XR 2.0T VERT RIGHT 230V 1PH COPPER COIL,RL0241VTCLRTPDAXAG,Equipment,6297.54000,Inventory
ROTOLOCK 11/4X5/8SWEAT,"Shut off valve, sweat x rotolock, 90°, 5/8"" IDS, 1-1/4-12 rotolock",114RX58S,Material:Refrigeration,164.44000,Inventory
ROUND CABLE SNAP GROMMET,"30Pcs Round Cable Snap Bushing Grommets, 1-1/4""(32mm) Black Snap in Cable Grommet Protector for Locking Tube Hose Wire Cord",,Material,0.00000,Non Inventory
RRCUTDASMK,"RRCUTDASMK C/U TIE DOWN 8"" ALUM",,Material,94.32000,Inventory
RSC CONTRACT,ROUTINE SERVICE COVERED UNDER CONTRACT,,Material,0.00000,Non Inventory
RSC Contract Labor Rate,RSC Contract Labor Rate,,,160.00000,Non Inventory
RSC Monthly Billing,Routine Service Agreement Monthly Invoice.,,,0.00000,Non Inventory
RSC Quarterly Invoice,Routine Service Agreement Quarterly Invoice.,,,0.00000,Non Inventory
"""RUBBER GASKET 3""""","Full Face Flange Gasket: Class 150, SBR, For 3 in Pipe, 1/8 in Thick, Red, 3 1/2 in Inside Dia",,Material:PVC,31.89000,Inventory
"""RUBBER GASKET 4""""","Full Face Flange Gasket: Class 150, SBR, For 4 in Pipe, 1/8 in Thick, Red, 4 1/2 in Inside Dia",,Material:PVC,57.45000,Inventory
"""RUBBER GASKET 6""""","Full Face Flange Gasket: Class 150, SBR, For 6 in Pipe, 1/8 in Thick, Red, 6 5/8 in Inside Dia",,Material:PVC,0.00000,Inventory
RXC12AXVJU,DAIKIN RXC12AXVJU 1 TON OUTDOOR MINI SPLIT CONDENSER 208/230/1,,Equipment,1489.82000,Inventory
RXC24AXVJU,DAIKIN RXC24AXVJU 2T 18SEER R32 HP MS COND,,Equipment,2563.82000,Inventory
RXF18AXVJU,"18,100 BTU Oterra 1 Zone Mini Split Air Conditioner & Heat Pump, Energy Star, R-32 (Outdoor Unit)",,Equipment,3437.95000,Inventory
S1-02625515000,"YORK S1-02625515000 FAN PROP 24"" CW 2-24 1/2"" SHAFT",,Material,310.30000,Inventory
S1-02638612000,"S1-02638612000 BLW ASSEM W/HSG, WHEEL, SHAFT, AND BRNG",,Material,2565.86000,Inventory
S1-37339405626,YORK S1-37339405626 COIL W/DRAIN (3R/28/24.5) ALU,,Equipment,2343.00000,Inventory
S14S0016N01,"CLIMATEMASTER HVAC Motor: Climate Master, S14S0016N01",,Material,1103.49000,Inventory
S1-6008080,MTR COND 3/4 1110 CCW 460-1-60 W/RNSHLD,,Equipment,590.02000,Inventory
SAILFISH FILTER LIST,LIST OF FILTERS FOR ALL EQUIPMENT ON SITE,,Material:Filters,511.82000,Assembly
SAND PAPER,"Tube cleaning mesh cloth, 5 yards long",,Material,40.45000,Non Inventory
SAWZALL BLADE,SAWZALL BLADE METAL/WOOD,,Material,12.29000,Non Inventory
"""SCH 80 VANSTONE FLANGE SLIP 6""""","Van Stone Flange: Schedule 80, PVC, 6 in Size, Spigot, Male, Gray, 150 psi Max Op Pressure, Flange",,Material:PVC,186.24000,Inventory
"""SCH80 VANSTONE FLANGE 3""""","Van Stone Flange: Schedule 80, PVC, 3 in Size, Threaded, Female NPT, Gray, 150 psi Max Op Pressure",,Material:PVC,127.76000,Inventory
"""SCOOP&DAMPER 6""""","SCOOP & DAMPER 6"" COLLAR W/SCOOP & DAMPER",,Material,46.22000,Inventory
"""SCOOP&DAMPER-4""""","4"" TAB COLLAR W/ SCP&DAMP R-6 Above",,Material:Duct,15.79000,Inventory
"""SCOOP&DAMPER-7""""","7"" TAB COLLAR W/ SCP&DAMP R-6 Above",,Material,58.62000,Inventory
"""SCOOP&DAMPER-8""""","8"" TAB COLLAR W/ SCP&DAMP R-6 Above",,Material:Duct,23.30000,Inventory
"""SCOOP&DAMPER-9""""","9"" TAB COLLAR W/ SCP&DAMP R-6 Above",,Material,75.50000,Inventory
SCRIM TAPE,Fasson 0827 3 Inch Scrim UL-723 Tape,,Material,77.90000,Non Inventory
SEN02124,"TRANE SEN02124 SENSOR SAT LINE TEMPERATURE SENSOR 25"" ORANGE LEAD WIRES FOR 3/8"" TUBING",,Material,85.28000,Inventory
SEN02134,"TRANE SEN02134 SENSOR THERMISTOR TEMPERATURE SENSOR 30"" BLACK LEAD WIRES CLIP FOR 3/4"" TUBING",,Material,55.27000,Inventory
SEN03002,TRANE SEN03002 SENSOR SUCTION LINE,,Material,86.70000,Inventory
Services,,,,0.00000,Non Inventory
SFC300400,"Pressure control, fan cycling, encapsulated, O300 C400 psi",,Material,120.47000,Inventory
SFULTRA70,Santa Fe Ultra70 Dehumidifier,,Equipment,2871.00000,Inventory
SHALLOW STRUT,13/16 SHALLOW STRUT 14G 10',SUPB1400HSEC,Material,102.24000,Non Inventory
SHEET METAL SPECIAL ORDER,SHEET METAL SPECIAL ORDER FOR JOBS THAT ARE NOT STOCK ITEMS,,Material,0.00000,Inventory
SHP400280,"Pressure control, high, encapsulated, O400 C280 psi\CR",,Material,120.48000,Inventory
Si-20 5 GPH MINI,Si-20 5 GPH Mini Condensate Removal Pump (230V),,Material,360.80000,Inventory
SIDE WALL 14X8 OBD,AIRVOB1406 14X6 SIDE WALL OBD WHITE GRILL AIR GUIDE CORP,,Material,103.83000,Inventory
SILVER SOLDER 15%,SILVER SOLDER 15%,,Material,514.05000,Non Inventory
SILVER TAPE,0810 UL 181 FASSON 2 1/2,FAS0810,Material:Duct,82.69000,Non Inventory
SLAB 40X40,SLAB 40X40X4 HURRICANE PAD 26,,Equipment,341.09000,Inventory
SLAB-18X40,CONCRETE SLAB 18X40,,Material,183.23000,Inventory
SLAB-36X36,36 x 36 x 3 IN Ultralight Lightweight Concrete Equipment Pad,,Material,324.40000,Inventory
SLP0520,"SLP0520 Pressure control, low, encapsulated, O5 C20 psi",,Material:Refrigeration,121.04000,Inventory
SLP1032,"SLP1032 Pressure control, low, encapsulated, O10 C32 psi",,Material:Refrigeration,121.04000,Inventory
SLP1535,"Pressure control, low, encapsulated, O15 C35 psi",SLP1535,Material:Refrigeration,121.04000,Inventory
SLP3560,"Pressure control, low, encapsulated, O35 C60 psi",,Material:Refrigeration,121.04000,Inventory
SLP75100,"Pressure control, low, encapsulated, O75 C100 psi",,Material:Refrigeration,121.04000,Inventory
SMOKE BOMB,"SMOKEYS 75 second burn time, 600 cu. ft., pack of 10",DIVSMOKE75,Material,0.00000,Inventory
SNAP LOCK 4X4X4 TEE GAL,4 TEE GALVINIZED SNAP LOCK,,Material:Duct,74.07000,Inventory
SNAP LOCK 6X4 REDUCER,SNAP LOCK 6X4 REDUCER,,Material:Duct,37.70000,Inventory
SNAP LOCK 7X6 REDUCER,SNAP LOCK 7X6 REDUCER,,Material:Duct,41.34000,Inventory
SNAP LOCK 90-10,"SNAP LOCK 90 ELBOW 10""",,Material:Duct,36.72000,Inventory
SNAP LOCK 90-4,"SNAP LOCK 90 ELBOW 4""",,Material:Duct,43.20000,Inventory
SNAP LOCK 90-5,"SNAP LOCK 90 ELBOW 5""",,Material:Duct,38.60000,Inventory
SNAP LOCK 90-6,"SNAP LOCK 90 ELBOW 6""",,Material:Duct,40.00000,Inventory
SNAP LOCK 90-7,"SNAP LOCK 90 ELBOW 7""",,Material:Duct,39.36000,Inventory
SNAP LOCK 90-8,"SNAP LOCK 90 ELBOW 8""",,Material:Duct,25.68000,Inventory
SNAP LOCK-10,"SNAP LOCK PIPIE 10""X5' 26 GA",,Material:Duct,85.35000,Inventory
SNAP LOCK-4,"SNAP LOCK PIPE 4""X5' 26GA",,Material:Duct,42.48000,Inventory
SNAP LOCK-6,"SNAP LOCK PIPE 6""X5' 26GA",,Material:Duct,52.70000,Inventory
SNAP LOCK-7,"SNAP LOCK PIPE 7""X5' 26 GA",,Material:Duct,107.97000,Inventory
SNAP LOCK-8,"SNAP LOCK PIPE 8""X5' 26 GA",,Material:Duct,69.55000,Inventory
SOAP BUBBLES,"NU-CALGON Gas Leak Detector: Bottle, 5°F to 225°F Temp. Range, Clear",,Material,0.00000,Non Inventory
SOFFIT VENT 4,DW13840WH 4 RND VENT WHITE W/SCREEN,,Material,45.33000,Inventory
SOFT SOLDER,"Oatey 29025 Safe-Flo Wire Solder, 1 Lb Bulk, Solid, Gray, Silver",,Material,158.41000,Non Inventory
SP-5699,HOSHIZAKI SP-5699 45 DIA SPG GEAR MOTOR AND HOUSING KIT,,Material:Refrigeration,1673.31000,Inventory
SPRAY GLUE,F100 FASSON SPRAY GLUE ADHESIVE 12OZ,,Material,53.88000,Non Inventory
STAINLESS AUX DRAIN PAN,SPECIAL ORDER DRAIN PANS MADE OUT OF STAINLESS FOR PROJECTS,,Material,280.88000,Inventory
STEEL REDUCING WASHER,Steel Reducing Washer,,Material,5.15000,Non Inventory
STUZ24,"Timer, on/off, electromechanical, 21 amps, SPDT, 24 V",,Material,215.65000,Inventory
SUPSA160,"SUPSA160 SLOTTED ANGLE 15/8X1 5/8"" BE-LINE BY THE FT",,Material,0.00000,Non Inventory
SURCHARGE,"Surcharge is an additional charge, fee, or tax added to the cost of a good or service beyond the initially quoted price",,Material,0.00000,Non Inventory
SVC-60256-00,SVC-60256-00 TRAULSEN 22 3/4 X 59 3/4 Snap in Gasket,,Material:Refrigeration,215.92000,Inventory
T FIN 6,T FIN 6 SOLD BY THE FOOT,,Material:Duct,12.85000,Inventory
TAPCON HEX-1/4 X 1 3/4,1/4 X 1 3/4 HEX TAPCON,,Material,82.93000,Non Inventory
TAPCON HEX-1/4X1 1/4,1/4 X 1 1/4 HEX TAPCON,,Material,68.85000,Non Inventory
TAPCON-1/4X2 1/4,1/4 in. x 2-1/4 in. Hex-Washer-Head Concrete Anchors,,Material,0.00000,Non Inventory
TBAR3CONE SUPPLY GRILL,2X2 LAYIN 4-WAY W/R6 BACKING TRUEAIR 3 CONE SUPPLY GRILL,AIRDF3R,Material:Duct,202.23000,Inventory
TC-900E POWER/07,"Digital Controller for Refrigeration and Defrost, 3 Relay Outputs, 2 Temperature Sensors",,Material:Refrigeration,399.93000,Inventory
TEFLON TAPE,"BLUE MONSTER Thread Sealant Tape: Med Density, 1/2 in x 119 ft, Blue",,Material,37.17000,Non Inventory
"""TEK SCREW 10-16X1/2""""",,,Material,0.60000,Non Inventory
"""TEK SCREW 10X1""""","Self-Tapping Screws, Sheet Metal Screws #10x1, Self Drilling Screws for Metal with Hex Washer Head",,Material,0.00000,Non Inventory
"""TEK SCREW 10X1/2""""","#10 x 1/2"" Hex Washer Head Self Drilling Screws, Self Tapping Sheet Metal Screws, 410 Stainless Steel",,Material,0.00000,Non Inventory
"""TEK SCREW 10X3/4""""",,,Material,0.97000,Non Inventory
TEK SCREW 10X5/8,#10-16 x 5/8 in. Slot Hex Hi-Hat Serrated Drill Point Screw,,Material,0.00000,Non Inventory
TEK SCREW 14X1,NRP 1/4-14X1 SELF DRILL SCREW 3/8 HEX HEAD 100PK,,Material,0.00000,Inventory
TEK SCREW 14X1 1/2 SELF TAPPER,TEKS #14 x 1-1/2 in. External Hex Drive Washer Head Self-Drilling Screws (50-Pack),,Material,2.03000,Non Inventory
"""TEK SCREW 14X3"" SS""",#14 x 3 Sheet Metal Screws 410 Stainless Steel Hex Washer Head Fast Self Tapping Screws,,Material,0.00000,Non Inventory
"""TEK SCREW 14X6"" SELF TAPPER""","# 14 X 6"" Zinc Plated Hex Head Drill & Tap Screws",,Material,0.00000,Non Inventory
"""TEK SCREW 14X6"" SS""",#14 x 3 Sheet Metal Screws 100PCS 410 Stainless Steel Hex Washer Head Fast Self Tapping Screws,,Material,0.00000,Non Inventory
TELE SCOPING LADDER,"XTEND+CLIMB 15.5 ft. Telescoping Aluminum Extension Ladder (19.5 Reach Height), 300 lbs. Load Capacity ANSI Type IA Duty Rating",,Material,0.00000,Non Inventory
TERMINAL FEMALE 16-14,Insulation: Nylon; Wire Gauge: 16-14; Size: 0.250; Description: Female Disconnect; Pkg. Qty.: 100,,Material:Wire,0.00000,Non Inventory
TERM-LOCK,Compressor Terminal Repair Kit,,Material,0.00000,Inventory
TEST,,,,0.00000,Inventory
TEZA009H8HT3DB,"TRENTON Condensing unit, air cooled, Copeland Scroll, TEZA Line, High Temperature, Outdoor, R407A, R407C, R404A, R507, R448A, 0.9 HP, 208-230/3/60, w/",,Material:Refrigeration,7667.23000,Inventory
TEZA011H8HT3DB,"TRENTON Condensing unit, air cooled, Copeland Scroll, TEZA Line, High Temperature, Outdoor, R407A, R407C, R404A, R507, R448A, 1.1 HP, 208-230/3/60, w/",,Material:Refrigeration,8492.71000,Inventory
TEZA045L8HT3DF,"TRENTON Condensing unit, air cooled, outdoor, Copeland Scroll, TEZA Line, Low Temp, 4 1/2 HP, 208-230/3/60, R407A, R407C, R448A, R449A, R404A, R507, w",,Material:Refrigeration,13096.54000,Inventory
T-FIN 4,THET4 UL T-FIN 8 FT LONG SOLD BY THE FT,,Material,8.55000,Inventory
THERMO TRAP PASTE,"Heat Absorbing Paste, 11oz Tube Thermo-Trap",,Material,81.96000,Non Inventory
THM6000R7001,H/W REDLINK INTERNET GATEWAY,,Material,256.25000,Inventory
THREADE ROD-3/8,3/8 X 6’ ZINC THREADED,HDWTR38,Material,17.19000,Non Inventory
THREADED ROD COUP-3/8,3/8 COUP FOR THREADED ROD,HDWT28,Material,8.14000,Non Inventory
TIUG A LONG HOSE,,,Material,134.73000,Non Inventory
TK3581,36X81 DOOR GASKET FOR THERMO KOOL TK3581,,Material:Refrigeration,252.47000,Inventory
TMS003515,TMS003515 48X24X19 HIGH COFFIN BOX THE METAL SHOP,,Material:Duct,565.45000,Inventory
"""TOGGLE BOLT-3/8""""","3/8"" x 6"" Toggle Bolts/Round Head/Combo Drive/Steel/Zinc/Anchor Size: 3/8"" / Screw Size: 3/8-16 x 6 / Drill Bit/Hole Size: 7/8""",,Material,0.00000,Non Inventory
TPLP107MAS1DR6,"TRENTON TPLP107MAS1DR6 Walk-In Evaporator, TPLP Low Profile, Air Defrost, Medium Temp 6 - FPI, R404A, 680 CFM, 115/1/60",TPLP107MAS1DR6,Material:Refrigeration,3162.09000,Inventory
TPLP209MAS1DR6,"TRENTON Walk-In Evaporator, TPLP Low Profile, Air Defrost, Medium Temp 6 - FPI, R404A, 1500 CFM, 115/1/60",,Equipment,3822.03000,Inventory
